Gene stable ID,Gene name,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand
ENSBTAG00000049500,,zinc finger protein 350-like [Source:NCBI gene (formerly Entrezgene)_Acc:787309],18,57915965,57917005,1
ENSBTAG00000051558,,,17,55434294,55435295,-1
ENSBTAG00000008490,CRYZL1,crystallin zeta like 1 [Source:VGNC Symbol_Acc:VGNC:27747],1,1909498,1943914,1
ENSBTAG00000021372,SEPTIN11,septin 11 [Source:VGNC Symbol_Acc:VGNC:34451],6,91777290,91878094,1
ENSBTAG00000019853,SMURF2,SMAD specific E3 ubiquitin protein ligase 2 [Source:VGNC Symbol_Acc:VGNC:35041],19,48732717,48876849,-1
ENSBTAG00000009733,FBP1,fructose-bisphosphatase 1 [Source:VGNC Symbol_Acc:VGNC:28887],8,81068225,81099411,-1
ENSBTAG00000051766,,,18,57927127,57938110,1
ENSBTAG00000001895,PGGT1B,protein geranylgeranyltransferase type I subunit beta [Source:VGNC Symbol_Acc:VGNC:32788],10,4050987,4104900,-1
ENSBTAG00000052820,,,8,23324983,23325767,1
ENSBTAG00000015307,FBN2,fibrillin 2 [Source:VGNC Symbol_Acc:VGNC:52231],7,25484714,25706699,1
ENSBTAG00000004384,APOF,apolipoprotein F [Source:VGNC Symbol_Acc:VGNC:55845],5,56979557,56994574,1
ENSBTAG00000024420,COL28A1,collagen type XXVIII alpha 1 chain [Source:HGNC Symbol_Acc:HGNC:22442],4,15425637,15603392,-1
ENSBTAG00000020614,PRKCE,protein kinase C epsilon [Source:VGNC Symbol_Acc:VGNC:33330],11,28303215,28635155,1
ENSBTAG00000006413,KATNBL1,katanin regulatory subunit B1 like 1 [Source:VGNC Symbol_Acc:VGNC:30409],10,28406090,28458754,1
ENSBTAG00000003705,FAM83G,family with sequence similarity 83 member G [Source:VGNC Symbol_Acc:VGNC:28838],19,34230241,34260820,1
ENSBTAG00000045969,APON,apolipoprotein N [Source:VGNC Symbol_Acc:VGNC:82033],5,56979557,56980940,1
ENSBTAG00000020886,UTP25,UTP25 small subunit processor component [Source:VGNC Symbol_Acc:VGNC:54509],16,73447321,73474258,-1
ENSBTAG00000053779,,,18,57954388,57958938,1
ENSBTAG00000053367,,interferon beta-2 [Source:NCBI gene (formerly Entrezgene)_Acc:525550],8,23345736,23346296,1
ENSBTAG00000012225,KPNA2,karyopherin subunit alpha 2 [Source:VGNC Symbol_Acc:VGNC:30701],19,48950358,48960311,-1
ENSBTAG00000001898,CCDC112,coiled-coil domain containing 112 [Source:VGNC Symbol_Acc:VGNC:26834],10,4108967,4139252,-1
ENSBTAG00000053659,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],10,80747987,80748093,-1
ENSBTAG00000048680,,,18,57996983,57998300,1
ENSBTAG00000004380,STAT2,signal transducer and activator of transcription 2 [Source:VGNC Symbol_Acc:VGNC:35370],5,56997911,57009477,1
ENSBTAG00000017741,HACD4,3-hydroxyacyl-CoA dehydratase 4 [Source:VGNC Symbol_Acc:VGNC:58600],8,23375118,23404576,1
ENSBTAG00000042977,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],10,80792865,80792971,-1
ENSBTAG00000053987,,,10,4120471,4121550,1
ENSBTAG00000048519,DCAF5,DDB1 and CUL4 associated factor 5 [Source:NCBI gene (formerly Entrezgene)_Acc:785849],10,80840987,80934684,-1
ENSBTAG00000014858,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:VGNC Symbol_Acc:VGNC:33387],19,34274658,34296563,-1
ENSBTAG00000049873,,,10,4175143,4175605,1
ENSBTAG00000052289,,,18,58035404,58039784,1
ENSBTAG00000049470,,,8,81076635,81077894,1
ENSBTAG00000054905,,,10,4244219,4244754,1
ENSBTAG00000045410,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],7,25745691,25745780,1
ENSBTAG00000007385,EMC7,ER membrane protein complex subunit 7 [Source:VGNC Symbol_Acc:VGNC:55112],10,28490709,28506271,1
ENSBTAG00000053910,C17orf58,chromosome 19 C17orf58 homolog [Source:NCBI gene (formerly Entrezgene)_Acc:100301295],19,48990064,48992448,1
ENSBTAG00000010052,EXD2,exonuclease 3'-5' domain containing 2 [Source:VGNC Symbol_Acc:VGNC:28640],10,80994863,81025335,1
ENSBTAG00000021272,ABCG1,ATP binding cassette subfamily G member 1 [Source:VGNC Symbol_Acc:VGNC:25483],1,142488705,142561127,1
ENSBTAG00000020301,BLM,BLM RecQ like helicase [Source:VGNC Symbol_Acc:VGNC:57310],21,21840568,21933720,-1
ENSBTAG00000014463,CAMK2D,calcium/calmodulin dependent protein kinase II delta [Source:VGNC Symbol_Acc:VGNC:53692],6,11800357,12107600,1
ENSBTAG00000004378,IL23A,interleukin 23 subunit alpha [Source:VGNC Symbol_Acc:VGNC:30146],5,57009388,57011422,-1
ENSBTAG00000014225,SLC5A9,solute carrier family 5 member 9 [Source:VGNC Symbol_Acc:VGNC:34912],3,97963204,98001735,-1
ENSBTAG00000019851,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha [Source:VGNC Symbol_Acc:VGNC:33253],18,58087595,58126615,1
ENSBTAG00000003711,EPAS1,endothelial PAS domain protein 1 [Source:VGNC Symbol_Acc:VGNC:28518],11,28734999,28828070,1
ENSBTAG00000000699,AOPEP,aminopeptidase O (putative) [Source:NCBI gene (formerly Entrezgene)_Acc:531757],8,81197389,81619574,1
ENSBTAG00000044879,bta-mir-2432,bta-mir-2432 [Source:miRBase_Acc:MI0011483],5,57013765,57013835,-1
ENSBTAG00000009637,SLC12A2,solute carrier family 12 member 2 [Source:VGNC Symbol_Acc:VGNC:34665],7,25761272,25853058,-1
ENSBTAG00000009998,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:VGNC Symbol_Acc:VGNC:29229],10,81046037,81147943,1
ENSBTAG00000008699,FEM1C,fem-1 homolog C [Source:VGNC Symbol_Acc:VGNC:28946],10,4358418,4386867,-1
ENSBTAG00000011642,RBM27,RNA binding motif protein 27 [Source:NCBI gene (formerly Entrezgene)_Acc:516521],7,57417458,57475501,1
ENSBTAG00000004376,PAN2,poly(A) specific ribonuclease subunit PAN2 [Source:VGNC Symbol_Acc:VGNC:58444],5,57015019,57028863,1
ENSBTAG00000035175,DONSON,DNA replication fork stabilization factor DONSON [Source:VGNC Symbol_Acc:VGNC:56216],1,1942815,1954023,1
ENSBTAG00000013781,MIOS,meiosis regulator for oocyte development [Source:VGNC Symbol_Acc:VGNC:31481],4,15634972,15672063,1
ENSBTAG00000038181,FOCAD,focadhesin [Source:VGNC Symbol_Acc:VGNC:29071],8,23422760,23725195,-1
ENSBTAG00000053061,bta-mir-2475,bta-mir-2475 [Source:miRBase_Acc:MI0011536],8,81616371,81616441,1
ENSBTAG00000037985,CHRM5,cholinergic receptor muscarinic 5 [Source:VGNC Symbol_Acc:VGNC:27321],10,28518864,28520462,-1
ENSBTAG00000000599,CCNI,cyclin I [Source:VGNC Symbol_Acc:VGNC:26971],6,91881488,91920400,-1
ENSBTAG00000010915,CRTC3,CREB regulated transcription coactivator 3 [Source:VGNC Symbol_Acc:VGNC:27729],21,21993225,22086826,-1
ENSBTAG00000029989,bta-mir-10174,bta-mir-10174 [Source:miRBase_Acc:MI0032930],8,81617017,81617103,1
ENSBTAG00000002357,TICAM2,toll like receptor adaptor molecule 2 [Source:VGNC Symbol_Acc:VGNC:55148],10,4427217,4444604,-1
ENSBTAG00000050627,,,4,15669853,15670201,-1
ENSBTAG00000021276,TFF3,trefoil factor 3 [Source:VGNC Symbol_Acc:VGNC:35792],1,142565466,142569246,-1
ENSBTAG00000029846,bta-mir-27b,bta-mir-27b [Source:miRBase_Acc:MI0004760],8,81617234,81617337,1
ENSBTAG00000002849,IRF6,interferon regulatory factor 6 [Source:VGNC Symbol_Acc:VGNC:30277],16,73502081,73518531,1
ENSBTAG00000029954,MIR3074,microRNA 3074 [Source:HGNC Symbol_Acc:HGNC:38268],8,81617785,81617869,-1
ENSBTAG00000044029,AVEN,apoptosis and caspase activation inhibitor [Source:VGNC Symbol_Acc:VGNC:26353],10,28535056,28727307,1
ENSBTAG00000014598,BPTF,bromodomain PHD finger transcription factor [Source:VGNC Symbol_Acc:VGNC:26550],19,48997281,49127850,-1
ENSBTAG00000004374,CNPY2,canopy FGF signaling regulator 2 [Source:NCBI gene (formerly Entrezgene)_Acc:506534],5,57031093,57034101,1
ENSBTAG00000021768,CCNG2,cyclin G2 [Source:VGNC Symbol_Acc:VGNC:26970],6,91993502,92001791,1
ENSBTAG00000030814,TFF2,trefoil factor 2 [Source:VGNC Symbol_Acc:VGNC:35791],1,142614729,142618268,-1
ENSBTAG00000035030,TMED7,transmembrane p24 trafficking protein 7 [Source:VGNC Symbol_Acc:VGNC:55150],10,4461911,4471313,-1
ENSBTAG00000017195,FANCC,FA complementation group C [Source:VGNC Symbol_Acc:VGNC:28854],8,81630504,81880309,-1
ENSBTAG00000007537,PEX19,peroxisomal biogenesis factor 19 [Source:VGNC Symbol_Acc:VGNC:32758],3,9399899,9405346,1
ENSBTAG00000017798,ERH,ERH mRNA splicing and mitosis factor [Source:VGNC Symbol_Acc:VGNC:28581],10,81172307,81184975,-1
ENSBTAG00000054583,,,3,98022941,98048400,1
ENSBTAG00000017094,SHMT1,serine hydroxymethyltransferase 1 [Source:VGNC Symbol_Acc:VGNC:34603],19,34334364,34350038,1
ENSBTAG00000048934,,,6,92186997,92188002,-1
ENSBTAG00000008482,SON,SON DNA and RNA binding protein [Source:VGNC Symbol_Acc:VGNC:35128],1,1954230,1985068,-1
ENSBTAG00000029544,U2,U2 spliceosomal RNA [Source:RFAM_Acc:RF00004],10,81180512,81180649,-1
ENSBTAG00000048276,TFF1,trefoil factor 1 [Source:VGNC Symbol_Acc:VGNC:35790],1,142629559,142634531,-1
ENSBTAG00000052591,bta-mir-12054,bta-mir-12054 [Source:miRBase_Acc:MI0038487],5,57031227,57031292,1
ENSBTAG00000009192,SKINT1,selection and upkeep of intraepithelial T cells 1 [Source:NCBI gene (formerly Entrezgene)_Acc:528184],3,98066623,98090010,1
ENSBTAG00000017811,SLC39A9,solute carrier family 39 member 9 [Source:VGNC Symbol_Acc:VGNC:34869],10,81185447,81228802,1
ENSBTAG00000004371,CS,citrate synthase [Source:VGNC Symbol_Acc:VGNC:27748],5,57042171,57065001,1
ENSBTAG00000013060,IQGAP1,IQ motif containing GTPase activating protein 1 [Source:VGNC Symbol_Acc:VGNC:30258],21,22109271,22190576,-1
ENSBTAG00000021280,TMPRSS3,transmembrane serine protease 3 [Source:VGNC Symbol_Acc:VGNC:36141],1,142660182,142680495,-1
ENSBTAG00000017442,CDO1,cysteine dioxygenase type 1 [Source:VGNC Symbol_Acc:VGNC:27150],10,4660062,4671522,-1
ENSBTAG00000008479,CXCL13,C-X-C motif chemokine ligand 13 [Source:VGNC Symbol_Acc:VGNC:27849],6,92284631,92291191,1
ENSBTAG00000013168,RPA3,replication protein A3 [Source:VGNC Symbol_Acc:VGNC:34096],4,15692488,15695690,-1
ENSBTAG00000004367,COQ10A,coenzyme Q10A [Source:VGNC Symbol_Acc:VGNC:27609],5,57065720,57069211,-1
ENSBTAG00000052380,CCDC192,coiled-coil domain containing 192 [Source:HGNC Symbol_Acc:HGNC:49566],7,26016766,26179664,-1
ENSBTAG00000049571,CNOT6L,CCR4-NOT transcription complex subunit 6 like [Source:VGNC Symbol_Acc:VGNC:27521],6,92412054,92527559,-1
ENSBTAG00000018817,POU4F3,POU class 4 homeobox 3 [Source:VGNC Symbol_Acc:VGNC:33179],7,57536103,57537434,1
ENSBTAG00000005796,DCAF8,DDB1 and CUL4 associated factor 8 [Source:NCBI gene (formerly Entrezgene)_Acc:510316],3,9420056,9462754,1
ENSBTAG00000028704,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],7,26045191,26045311,-1
ENSBTAG00000050751,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],3,98264664,98264770,1
ENSBTAG00000050458,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],7,57622399,57622505,1
ENSBTAG00000052879,bta-mir-12007,bta-mir-12007 [Source:miRBase_Acc:MI0038393],7,26205647,26205722,-1
ENSBTAG00000029317,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],18,58098539,58098664,1
ENSBTAG00000008963,CIT,citron rho-interacting serine/threonine kinase [Source:VGNC Symbol_Acc:VGNC:27375],17,55569766,55740689,1
ENSBTAG00000011762,ANKRD52,ankyrin repeat domain 52 [Source:VGNC Symbol_Acc:VGNC:25935],5,57074995,57086731,1
ENSBTAG00000054324,TRABD2B,TraB domain containing 2B [Source:NCBI gene (formerly Entrezgene)_Acc:787081],3,98278655,98494949,1
ENSBTAG00000043395,SNORA30B,"small nucleolar RNA, H/ACA box 30B [Source:HGNC Symbol_Acc:HGNC:52200]",8,23618345,23618452,-1
ENSBTAG00000002848,C16H1orf74,chromosome 16 C1orf74 homolog [Source:VGNC Symbol_Acc:VGNC:52644],16,73522276,73524532,1
ENSBTAG00000023398,UBASH3A,ubiquitin associated and SH3 domain containing A [Source:VGNC Symbol_Acc:VGNC:36574],1,142694786,142737902,1
ENSBTAG00000010338,FBXO36,F-box protein 36 [Source:VGNC Symbol_Acc:VGNC:56108],2,117962254,118069148,1
ENSBTAG00000046864,,,18,58130183,58133216,1
ENSBTAG00000029956,MIR491,microRNA 491 [Source:HGNC Symbol_Acc:HGNC:32076],8,23698518,23698618,-1
ENSBTAG00000017525,ATG12,autophagy related 12 [Source:VGNC Symbol_Acc:VGNC:26250],10,4680316,4702801,-1
ENSBTAG00000028255,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],3,98790856,98790963,1
ENSBTAG00000031135,CTXN3,cortexin 3 [Source:VGNC Symbol_Acc:VGNC:27827],7,26301527,26313850,-1
ENSBTAG00000052933,bta-mir-6501,bta-mir-6501 [Source:miRBase_Acc:MI0038410],1,1978829,1978892,-1
ENSBTAG00000008576,PLEKHD1,pleckstrin homology and coiled-coil domain containing D1 [Source:VGNC Symbol_Acc:VGNC:33011],10,81245510,81276266,1
ENSBTAG00000018162,,vomeronasal 1 receptor bosTauV1R416 [Source:NCBI gene (formerly Entrezgene)_Acc:100139634],18,58156154,58157095,1
ENSBTAG00000047004,UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1 [Source:NCBI gene (formerly Entrezgene)_Acc:100137763],4,15734909,15991563,1
ENSBTAG00000018360,MRPL1,mitochondrial ribosomal protein L1 [Source:VGNC Symbol_Acc:VGNC:31614],6,92579816,92650666,1
ENSBTAG00000009188,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:VGNC Symbol_Acc:VGNC:29255]",1,1985522,2012383,1
ENSBTAG00000045643,FOXD2,forkhead box D2 [Source:VGNC Symbol_Acc:VGNC:55192],3,98832725,98834185,-1
ENSBTAG00000050064,,,18,58191619,58192650,1
ENSBTAG00000021977,PRRC1,proline rich coiled-coil 1 [Source:VGNC Symbol_Acc:VGNC:33403],7,26421249,26467627,-1
ENSBTAG00000003259,TCERG1,transcription elongation regulator 1 [Source:VGNC Symbol_Acc:VGNC:35685],7,57646493,57697609,1
ENSBTAG00000051070,,,3,98834629,98848961,1
ENSBTAG00000054843,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],2,117966143,117966246,1
ENSBTAG00000014124,MLLT3,MLLT3 super elongation complex subunit [Source:VGNC Symbol_Acc:VGNC:31503],8,23784601,24069145,1
ENSBTAG00000044405,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],4,15852947,15853005,-1
ENSBTAG00000005793,PEA15,proliferation and apoptosis adaptor protein 15 [Source:VGNC Symbol_Acc:VGNC:32732],3,9460717,9471684,-1
ENSBTAG00000002846,TRAF3IP3,TRAF3 interacting protein 3 [Source:VGNC Symbol_Acc:VGNC:36275],16,73524525,73550750,-1
ENSBTAG00000043805,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],4,15943455,15943556,-1
ENSBTAG00000051575,FOXE3,forkhead box E3 [Source:NCBI gene (formerly Entrezgene)_Acc:787258],3,98850503,98852477,-1
ENSBTAG00000053519,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],2,118036434,118036540,-1
ENSBTAG00000017090,SMCR8,SMCR8-C9orf72 complex subunit [Source:VGNC Symbol_Acc:VGNC:58472],19,34353294,34358390,-1
ENSBTAG00000049460,,vomeronasal 1 receptor bosTauV1R418 [Source:NCBI gene (formerly Entrezgene)_Acc:100140544],18,58212534,58214947,1
ENSBTAG00000051386,AP3S1,adaptor related protein complex 3 subunit sigma 1 [Source:NCBI gene (formerly Entrezgene)_Acc:536359],10,4702850,4778608,1
ENSBTAG00000019956,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:VGNC Symbol_Acc:VGNC:27480],3,98887940,98924294,-1
ENSBTAG00000008533,GLCCI1,glucocorticoid induced 1 [Source:VGNC Symbol_Acc:VGNC:29393],4,16051521,16156180,1
ENSBTAG00000010344,SLC16A14,solute carrier family 16 member 14 [Source:VGNC Symbol_Acc:VGNC:34688],2,118076301,118099221,-1
ENSBTAG00000052819,,,3,9471796,9473187,1
ENSBTAG00000007280,,,2,118153657,118162736,1
ENSBTAG00000047101,CCDC177,coiled-coil domain containing 177 [Source:VGNC Symbol_Acc:VGNC:26873],10,81312454,81314550,-1
ENSBTAG00000034187,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],8,24165011,24165117,-1
ENSBTAG00000009187,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28 [Source:VGNC Symbol_Acc:VGNC:53536],1,2028900,2030042,1
ENSBTAG00000015951,NOL11,nucleolar protein 11 [Source:VGNC Symbol_Acc:VGNC:32155],19,49175977,49194768,-1
ENSBTAG00000049390,,,8,24298297,24336183,1
ENSBTAG00000054547,,vomeronasal 1 receptor bosTauV1R419 [Source:NCBI gene (formerly Entrezgene)_Acc:787095],18,58234157,58235173,1
ENSBTAG00000001258,TMEM50B,transmembrane protein 50B [Source:VGNC Symbol_Acc:VGNC:36093],1,2046733,2083566,1
ENSBTAG00000020223,CASQ1,calsequestrin 1 [Source:VGNC Symbol_Acc:VGNC:26786],3,9474927,9484746,-1
ENSBTAG00000017844,STIL,STIL centriolar assembly protein [Source:VGNC Symbol_Acc:VGNC:35382],3,98940131,98990375,1
ENSBTAG00000005584,,,2,118178703,118179368,1
ENSBTAG00000049135,,,10,4770013,4774303,1
ENSBTAG00000021284,RSPH1,radial spoke head 1 homolog [Source:VGNC Symbol_Acc:VGNC:34182],1,142759178,142772547,-1
ENSBTAG00000003857,SUSD6,sushi domain containing 6 [Source:VGNC Symbol_Acc:VGNC:35490],10,81344780,81439922,1
ENSBTAG00000004105,TMEM247,transmembrane protein 247 [Source:NCBI gene (formerly Entrezgene)_Acc:768009],11,28928747,28933551,1
ENSBTAG00000050488,,vomeronasal type-1 receptor 4-like [Source:NCBI gene (formerly Entrezgene)_Acc:112442216],18,58251490,58252506,1
ENSBTAG00000043972,SLC24A2,solute carrier family 24 member 2 [Source:VGNC Symbol_Acc:VGNC:34737],8,24532716,24812024,1
ENSBTAG00000054044,bta-mir-2285bf-1,bta-mir-2285bf-1 [Source:miRBase_Acc:MI0038206],6,92907305,92907362,1
ENSBTAG00000043693,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],21,22187670,22187767,1
ENSBTAG00000017087,TOP3A,DNA topoisomerase III alpha [Source:VGNC Symbol_Acc:VGNC:49584],19,34359100,34379578,1
ENSBTAG00000054038,,vomeronasal type-1 receptor 4-like [Source:NCBI gene (formerly Entrezgene)_Acc:112442217],18,58279794,58280810,1
ENSBTAG00000000329,MEGF10,multiple EGF like domains 10 [Source:VGNC Symbol_Acc:VGNC:31375],7,26554784,26762374,-1
ENSBTAG00000043819,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],8,81632803,81632909,-1
ENSBTAG00000013734,ATP6V1E2,ATPase H+ transporting V1 subunit E2 [Source:VGNC Symbol_Acc:VGNC:26323],11,28966166,28974105,-1
ENSBTAG00000047761,,,18,58302336,58312289,-1
ENSBTAG00000042896,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],10,81348892,81348994,-1
ENSBTAG00000047955,ZNF774,zinc finger protein 774 [Source:VGNC Symbol_Acc:VGNC:50169],21,22235676,22244051,-1
ENSBTAG00000015752,SP110,SP110 nuclear body protein [Source:NCBI gene (formerly Entrezgene)_Acc:515204],2,118183281,118232898,-1
ENSBTAG00000015086,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1 [Source:VGNC Symbol_Acc:VGNC:29965],16,73564739,73634329,-1
ENSBTAG00000053131,,,18,58329825,58340359,1
ENSBTAG00000043793,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],3,98961219,98961328,1
ENSBTAG00000052144,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],3,98965014,98965120,1
ENSBTAG00000050645,,,10,81411811,81412170,-1
ENSBTAG00000054622,,,8,24815312,24817877,1
ENSBTAG00000053065,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],26,45372847,45372953,1
ENSBTAG00000016644,LVRN,laeverin [Source:VGNC Symbol_Acc:VGNC:31086],10,4850840,4929057,1
ENSBTAG00000049258,,,23,10881334,10882587,1
ENSBTAG00000043399,,,1,2089684,2089808,-1
ENSBTAG00000052976,,,11,86724136,86740656,1
ENSBTAG00000005029,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor [Source:VGNC Symbol_Acc:VGNC:35588]",3,99005834,99022661,1
ENSBTAG00000009903,PTCH1,patched 1 [Source:NCBI gene (formerly Entrezgene)_Acc:520994],8,82098120,82161357,-1
ENSBTAG00000044300,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],28,10776152,10776246,-1
ENSBTAG00000054699,,"olfactory receptor, family 1, subfamily I, member 1 [Source:NCBI gene (formerly Entrezgene)_Acc:507573]",7,8035823,8036764,-1
ENSBTAG00000046389,KLRD1,"killer cell lectin-like receptor subfamily D, member 1 [Source:NCBI gene (formerly Entrezgene)_Acc:444877]",5,99655608,99660385,-1
ENSBTAG00000009823,,,4,86627249,86627801,-1
ENSBTAG00000048495,,E3 ubiquitin-protein ligase SIAH1-like [Source:NCBI gene (formerly Entrezgene)_Acc:112445131],X,45150536,45151390,1
ENSBTAG00000000799,ICA1,islet cell autoantigen 1 [Source:VGNC Symbol_Acc:VGNC:30023],4,16192292,16355628,-1
ENSBTAG00000013749,RHOQ,ras homolog family member Q [Source:VGNC Symbol_Acc:VGNC:33952],11,28991537,29029383,1
ENSBTAG00000009023,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3 [Source:VGNC Symbol_Acc:VGNC:36147],5,17943910,17981541,1
ENSBTAG00000037239,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],18,10405697,10405815,1
ENSBTAG00000021283,KCNF1,potassium voltage-gated channel modifier subfamily F member 1 [Source:VGNC Symbol_Acc:VGNC:30441],11,86784119,86786428,-1
ENSBTAG00000021242,COQ7,"coenzyme Q7, hydroxylase [Source:VGNC Symbol_Acc:VGNC:27615]",25,16902938,16916479,-1
ENSBTAG00000049061,,,21,65872945,65873019,1
ENSBTAG00000044339,bta-mir-2433,bta-mir-2433 [Source:miRBase_Acc:MI0011484],5,57075606,57075682,-1
ENSBTAG00000007079,LCP1,lymphocyte cytosolic protein 1 [Source:VGNC Symbol_Acc:VGNC:30817],12,16207287,16313140,-1
ENSBTAG00000002868,GPR6,G protein-coupled receptor 6 [Source:VGNC Symbol_Acc:VGNC:29592],9,40221514,40223897,-1
ENSBTAG00000044065,,phosphatidylinositol transfer protein cytoplasmic 1 [Source:NCBI gene (formerly Entrezgene)_Acc:782067],19,49221296,49358241,-1
ENSBTAG00000043482,7SK,7SK RNA [Source:RFAM_Acc:RF00100],22,45101566,45101869,1
ENSBTAG00000053934,,leukocyte immunoglobulin-like receptor subfamily A member 6 [Source:NCBI gene (formerly Entrezgene)_Acc:100139209],NKLS02001252.1,4324,7772,-1
ENSBTAG00000014172,FGD2,"FYVE, RhoGEF and PH domain containing 2 [Source:VGNC Symbol_Acc:VGNC:28965]",23,10916507,10942796,1
ENSBTAG00000004212,,,29,48208005,48246550,-1
ENSBTAG00000000317,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:VGNC Symbol_Acc:VGNC:31224],15,75918764,75938190,1
ENSBTAG00000053862,,olfactory receptor 1I1 [Source:NCBI gene (formerly Entrezgene)_Acc:616125],7,8044506,8045447,-1
ENSBTAG00000010716,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:VGNC Symbol_Acc:VGNC:59334],6,92951310,93291875,1
ENSBTAG00000007402,ZFAND2A,zinc finger AN1-type containing 2A [Source:VGNC Symbol_Acc:VGNC:37149],25,41664183,41672223,1
ENSBTAG00000010821,ACER2,alkaline ceramidase 2 [Source:VGNC Symbol_Acc:VGNC:25537],8,24864803,24891849,-1
ENSBTAG00000052361,,,5,57090764,57091294,1
ENSBTAG00000048345,,,23,31538865,31542624,-1
ENSBTAG00000002555,PDZK1IP1,PDZK1 interacting protein 1 [Source:VGNC Symbol_Acc:VGNC:32730],3,99025649,99050629,1
ENSBTAG00000050677,,,28,10828261,10829262,-1
ENSBTAG00000049963,,olfactory receptor 10A3-like [Source:NCBI gene (formerly Entrezgene)_Acc:782731],15,44603788,44607540,1
ENSBTAG00000022917,FANK1,fibronectin type III and ankyrin repeat domains 1 [Source:VGNC Symbol_Acc:VGNC:28861],26,45394341,45506195,1
